#Name	Orbits	Mass(kg)	Diam(m)	Perihelion(m)	Aphelion(m)	orbPeriod(days)	rotationalPeriod(hours)	axialtilt(deg)	orbinclin(deg)
Body975	Sun	8.8962e+26	7.286235e+07	9.386321e+11	1.141941e+12	6698.92	601.91	53.85	2.66
Body976	Sun	2.2983e+27	1.041952e+08	3.751206e+12	4.501026e+12	52916.01	591.67	2.48	13.38
Body977	Sun	8.9964e+27	1.646334e+08	1.421345e+12	1.727040e+12	12469.86	898.10	87.91	1.04
Body978	Sun	4.9541e+27	1.836633e+08	4.056381e+12	5.242131e+12	63292.18	657.75	63.31	16.69
Body979	Sun	5.6612e+26	6.969991e+07	1.743268e+12	2.369721e+12	18619.42	27.00	35.79	26.74
Body980	Sun	3.0847e+27	1.656153e+08	3.097465e+12	4.455301e+12	46332.84	103.65	35.16	8.74
Body981	Sun	3.8056e+27	1.275380e+08	2.023278e+12	2.825936e+12	23836.19	35.48	27.01	14.81
Body982	Sun	7.0103e+27	1.562524e+08	3.548206e+12	4.129531e+12	47487.54	170.44	84.57	14.52
Body983	Sun	7.9453e+27	2.172024e+08	3.047713e+12	3.153610e+12	34471.20	821.11	47.65	0.26
Body984	Sun	1.1564e+27	8.757428e+07	2.987092e+12	3.351153e+12	35619.14	595.47	39.90	17.99
Body985	Sun	9.4331e+27	1.674678e+08	7.257341e+11	1.003653e+12	5076.55	608.60	34.92	26.08
Body986	Sun	6.5275e+27	1.719370e+08	6.408621e+11	7.965680e+11	3846.89	232.35	65.26	7.39
Body987	Sun	4.4072e+27	1.306786e+08	2.529860e+12	3.080041e+12	29659.43	253.80	54.92	28.95
Body988	Sun	9.5539e+27	2.183022e+08	1.418122e+12	2.090935e+12	14672.89	227.25	61.90	13.14
Body989	Sun	8.9543e+26	7.299262e+07	4.076913e+11	4.634054e+11	1814.80	69.34	21.79	27.72
Body990	Sun	6.6800e+26	6.532535e+07	4.230320e+12	4.422756e+12	56817.96	372.72	39.48	24.11
Body991	Sun	1.2620e+27	9.581909e+07	2.215779e+12	3.011099e+12	26674.32	65.13	38.57	8.01
Body992	Sun	9.0421e+27	1.589070e+08	2.550711e+12	2.910092e+12	28484.90	149.61	42.05	7.49
Body993	Sun	7.9869e+27	2.135912e+08	1.387325e+12	1.533150e+12	11140.64	276.25	87.97	14.32
Body994	Sun	9.8676e+27	2.170153e+08	4.044484e+12	4.167548e+12	52529.81	311.67	57.22	19.07
Body995	Sun	4.1751e+27	1.500429e+08	2.986791e+12	3.677782e+12	38405.05	914.76	16.88	17.72
Body996	Sun	2.1045e+27	1.078733e+08	3.243354e+12	4.801860e+12	50937.35	420.37	12.62	16.44
Body997	Sun	9.9630e+27	2.026574e+08	2.344182e+12	3.347771e+12	30312.51	969.87	65.30	23.86
Body998	Sun	2.6827e+27	1.133022e+08	1.164193e+12	1.170662e+12	7963.79	809.08	11.65	23.88
Body999	Sun	4.8481e+27	1.298132e+08	5.101330e+11	7.364529e+11	3106.80	265.81	84.90	9.30
Body1000	Sun	6.2122e+27	2.063187e+08	3.401797e+12	5.006911e+12	54428.18	766.08	54.48	19.00
